"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"2","0.039443","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"3","0.247721","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"4","0.263070","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"5","0.366530","192.168.1.12","163.70.145.60","TCP","130","19948  >  5222 [PSH, ACK] Seq=1 Ack=1 Win=511 Len=76 [TCP PDU reassembled in 1328]"
"6","0.424452","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=1 Ack=77 Win=5544 Len=0"
"7","0.464992","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"8","0.480755","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"9","0.530943","192.168.1.12","163.70.145.60","TCP","127","19948  >  5222 [PSH, ACK] Seq=77 Ack=1 Win=511 Len=73 [TCP PDU reassembled in 1328]"
"10","0.544392","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=1 Ack=150 Win=5544 Len=0"
"11","0.683086","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"12","0.739692","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"13","0.949194","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"14","0.966616","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"15","1.168948","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"16","1.186423","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"17","1.327575","192.168.1.12","224.0.0.251","MDNS","405","Standard query response 0x0000 PTR PSINGH._dosvc._tcp.local SRV 0 0 7680 PSINGH.local TXT"
"18","1.328299","fe80::f8b5:319c:7a72:d96","ff02::fb","MDNS","425","Standard query response 0x0000 PTR PSINGH._dosvc._tcp.local SRV 0 0 7680 PSINGH.local TXT"
"19","1.328766","192.168.1.12","224.0.0.251","MDNS","84","Standard query 0x0000 ANY PSINGH._dosvc._tcp.local, ""QM"" question"
"20","1.329771","fe80::f8b5:319c:7a72:d96","ff02::fb","MDNS","104","Standard query 0x0000 ANY PSINGH._dosvc._tcp.local, ""QM"" question"
"21","1.591969","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"22","1.593047","192.168.1.12","224.0.0.251","MDNS","84","Standard query 0x0000 ANY PSINGH._dosvc._tcp.local, ""QM"" question"
"23","1.593696","fe80::f8b5:319c:7a72:d96","ff02::fb","MDNS","104","Standard query 0x0000 ANY PSINGH._dosvc._tcp.local, ""QM"" question"
"24","1.611597","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"25","1.858414","192.168.1.12","224.0.0.251","MDNS","84","Standard query 0x0000 ANY PSINGH._dosvc._tcp.local, ""QM"" question"
"26","1.859297","fe80::f8b5:319c:7a72:d96","ff02::fb","MDNS","104","Standard query 0x0000 ANY PSINGH._dosvc._tcp.local, ""QM"" question"
"27","1.886729","192.168.1.12","163.70.145.60","TCP","130","19948  >  5222 [PSH, ACK] Seq=150 Ack=1 Win=511 Len=76 [TCP PDU reassembled in 1328]"
"28","1.965349","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=1 Ack=226 Win=5544 Len=0"
"29","2.125225","192.168.1.12","224.0.0.251","MDNS","461","Standard query response 0x0000 PTR, cache flush PSINGH._dosvc._tcp.local SRV, cache flush 0 0 7680 PSINGH.local TXT, cache flush A, cache flush 192.168.1.12 AAAA, cache flush fe80::f8b5:319c:7a72:d96"
"30","2.126075","fe80::f8b5:319c:7a72:d96","ff02::fb","MDNS","481","Standard query response 0x0000 PTR, cache flush PSINGH._dosvc._tcp.local SRV, cache flush 0 0 7680 PSINGH.local TXT, cache flush A, cache flush 192.168.1.12 AAAA, cache flush fe80::f8b5:319c:7a72:d96"
"31","2.126640","192.168.1.12","224.0.0.251","MDNS","406","Standard query response 0x0000 SRV, cache flush 0 0 7680 PSINGH.local TXT, cache flush A, cache flush 192.168.1.12 AAAA, cache flush fe80::f8b5:319c:7a72:d96"
"32","2.127281","fe80::f8b5:319c:7a72:d96","ff02::fb","MDNS","426","Standard query response 0x0000 SRV, cache flush 0 0 7680 PSINGH.local TXT, cache flush A, cache flush 192.168.1.12 AAAA, cache flush fe80::f8b5:319c:7a72:d96"
"33","2.256310","192.168.1.12","163.70.145.20","TLSv1.2","86","Application Data"
"34","2.273266","163.70.145.20","192.168.1.12","TCP","60","443  >  19941 [ACK] Seq=1 Ack=33 Win=293 Len=0"
"35","2.414805","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"36","2.433531","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"37","2.547587","163.70.145.20","192.168.1.12","TLSv1.2","82","Application Data"
"38","2.577985","23.46.207.96","192.168.1.12","UDP","108","443  >  55042 Len=66"
"39","2.589486","192.168.1.12","163.70.145.20","TCP","54","19941  >  443 [ACK] Seq=33 Ack=29 Win=253 Len=0"
"40","2.883111","Digisol_03:e8:e0","Broadcast","ARP","60","Who has 192.168.1.12? Tell 192.168.1.1"
"41","2.883138","AzureWaveTec_e5:a6:9d","Digisol_03:e8:e0","ARP","42","192.168.1.12 is at 2c:3b:70:e5:a6:9d"
"42","2.883540","Digisol_03:e8:e0","Broadcast","ARP","60","Who has 192.168.1.9? Tell 192.168.1.1"
"43","2.884541","Digisol_03:e8:e0","Broadcast","ARP","60","Who has 192.168.1.2? Tell 192.168.1.1"
"44","2.886892","192.168.1.12","43.204.162.27","X11","122","Requests: GetSelectionOwner"
"45","2.888760","192.168.1.12","163.70.145.60","TCP","130","19948  >  5222 [PSH, ACK] Seq=226 Ack=1 Win=511 Len=76 [TCP PDU reassembled in 1328]"
"46","2.906131","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=1 Ack=302 Win=5544 Len=0"
"47","2.934777","43.204.162.27","192.168.1.12","X11","108","Event: ConfigureRequest"
"48","2.987936","192.168.1.12","43.204.162.27","TCP","54","19944  >  6001 [ACK] Seq=69 Ack=55 Win=254 Len=0"
"49","3.174590","172.217.26.42","192.168.1.12","UDP","100","443  >  51327 Len=58"
"50","3.174590","172.217.26.42","192.168.1.12","UDP","78","443  >  51327 Len=36"
"51","3.174590","172.217.26.42","192.168.1.12","UDP","216","443  >  51327 Len=174"
"52","3.179550","192.168.1.12","172.217.26.42","UDP","75","51327  >  443 Len=33"
"53","3.181954","192.168.1.12","172.217.26.42","UDP","322","51327  >  443 Len=280"
"54","3.221075","172.217.26.42","192.168.1.12","UDP","75","443  >  51327 Len=33"
"55","3.221075","172.217.26.42","192.168.1.12","UDP","154","443  >  51327 Len=112"
"56","3.226804","192.168.1.12","172.217.26.42","UDP","82","51327  >  443 Len=40"
"57","3.244002","172.217.26.42","192.168.1.12","UDP","68","443  >  51327 Len=26"
"58","3.414476","192.168.1.12","142.251.223.138","TCP","55","20033  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1"
"59","3.431013","142.251.223.138","192.168.1.12","TCP","66","443  >  20033 [ACK] Seq=1 Ack=2 Win=813 Len=0 SLE=1 SRE=2"
"60","4.039154","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"61","4.056134","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"62","4.085554","192.168.1.12","172.64.148.235","TLSv1.2","144","Application Data"
"63","4.097570","172.64.148.235","192.168.1.12","TCP","60","443  >  19949 [ACK] Seq=1 Ack=91 Win=16 Len=0"
"64","4.273336","172.64.148.235","192.168.1.12","TLSv1.2","134","Application Data"
"65","4.328668","192.168.1.12","172.64.148.235","TCP","54","19949  >  443 [ACK] Seq=91 Ack=81 Win=253 Len=0"
"66","4.523922","20.195.65.193","192.168.1.12","TLSv1.2","81","Application Data"
"67","4.568391","192.168.1.12","20.195.65.193","TCP","54","19713  >  443 [ACK] Seq=1 Ack=28 Win=1018 Len=0"
"68","4.679701","192.168.1.12","20.195.65.193","TLSv1.2","85","Application Data"
"69","4.768856","20.195.65.193","192.168.1.12","TCP","60","443  >  19713 [ACK] Seq=28 Ack=32 Win=671 Len=0"
"70","4.887800","192.168.1.12","163.70.145.60","TCP","130","19948  >  5222 [PSH, ACK] Seq=302 Ack=1 Win=511 Len=76 [TCP PDU reassembled in 1328]"
"71","4.902394","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=1 Ack=378 Win=5544 Len=0"
"72","5.299415","142.250.182.37","192.168.1.12","TLSv1.2","127","Application Data"
"73","5.299707","192.168.1.12","142.250.182.37","TCP","54","20079  >  443 [FIN, ACK] Seq=1 Ack=74 Win=255 Len=0"
"74","5.312271","142.250.182.37","192.168.1.12","TCP","54","443  >  20079 [FIN, ACK] Seq=74 Ack=2 Win=1019 Len=0"
"75","5.312328","192.168.1.12","142.250.182.37","TCP","54","20079  >  443 [ACK] Seq=2 Ack=75 Win=255 Len=0"
"76","5.516988","192.168.1.12","20.195.65.193","TLSv1.2","82","Application Data"
"77","5.606342","20.195.65.193","192.168.1.12","TCP","60","443  >  19713 [ACK] Seq=28 Ack=60 Win=671 Len=0"
"78","5.888478","192.168.1.12","163.70.145.60","TCP","130","19948  >  5222 [PSH, ACK] Seq=378 Ack=1 Win=511 Len=76 [TCP PDU reassembled in 1328]"
"79","5.900668","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=1 Ack=454 Win=5544 Len=0"
"80","6.080778","192.168.1.12","40.79.167.8","TLSv1.2","139","Application Data"
"81","6.080933","192.168.1.12","40.79.167.8","TLSv1.2","93","Application Data"
"82","6.081038","192.168.1.12","40.79.167.8","TLSv1.2","851","Application Data"
"83","6.264699","40.79.167.8","192.168.1.12","TCP","60","443  >  20086 [ACK] Seq=1 Ack=922 Win=16381 Len=0"
"84","6.264699","40.79.167.8","192.168.1.12","TLSv1.2","93","Application Data"
"85","6.307649","192.168.1.12","40.79.167.8","TCP","54","20086  >  443 [ACK] Seq=922 Ack=40 Win=252 Len=0"
"86","6.480192","40.79.167.8","192.168.1.12","TLSv1.2","154","Application Data"
"87","6.481366","192.168.1.12","40.79.167.8","TLSv1.2","89","Application Data"
"88","6.569682","Digisol_03:e8:e0","Broadcast","ARP","60","Who has 192.168.1.12? Tell 192.168.1.1"
"89","6.569715","AzureWaveTec_e5:a6:9d","Digisol_03:e8:e0","ARP","42","192.168.1.12 is at 2c:3b:70:e5:a6:9d"
"90","6.570082","Digisol_03:e8:e0","Broadcast","ARP","60","Who has 192.168.1.9? Tell 192.168.1.1"
"91","6.571050","Digisol_03:e8:e0","Broadcast","ARP","60","Who has 192.168.1.2? Tell 192.168.1.1"
"92","6.697682","40.79.167.8","192.168.1.12","TCP","60","443  >  20086 [ACK] Seq=140 Ack=957 Win=16381 Len=0"
"93","6.887092","192.168.1.12","8.8.8.8","DNS","70","Standard query 0xc2d0 A dns.google"
"94","6.887669","192.168.1.12","8.8.8.8","DNS","70","Standard query 0xaccc HTTPS dns.google"
"95","6.904320","8.8.8.8","192.168.1.12","DNS","102","Standard query response 0xc2d0 A dns.google A 8.8.4.4 A 8.8.8.8"
"96","6.904320","8.8.8.8","192.168.1.12","DNS","146","Standard query response 0xaccc HTTPS dns.google SOA ns1.zdns.google"
"97","6.905781","192.168.1.12","8.8.4.4","QUIC","1292","Initial, DCID=4c8129956d7188e8, PKN: 1, PING, PING, CRYPTO, PING, PING, CRYPTO"
"98","6.905850","192.168.1.12","8.8.4.4","QUIC","1292","Initial, DCID=4c8129956d7188e8, PKN: 2, PING, PADDING, PING, CRYPTO"
"99","6.906047","192.168.1.12","8.8.4.4","QUIC","123","0-RTT, DCID=4c8129956d7188e8"
"100","6.906263","192.168.1.12","8.8.4.4","QUIC","294","0-RTT, DCID=4c8129956d7188e8"
"101","6.906351","192.168.1.12","8.8.4.4","QUIC","254","0-RTT, DCID=4c8129956d7188e8"
"102","6.920386","8.8.4.4","192.168.1.12","QUIC","82","Initial, SCID=ec8129956d7188e8, PKN: 1, ACK"
"103","6.920386","8.8.4.4","192.168.1.12","QUIC","1292","Initial, SCID=ec8129956d7188e8, PKN: 2, ACK, PADDING"
"104","6.950169","192.168.1.12","8.8.4.4","QUIC","1292","Initial, DCID=ec8129956d7188e8, PKN: 7, PADDING, PING, PADDING"
"105","6.968734","8.8.4.4","192.168.1.12","QUIC","1292","Initial, SCID=ec8129956d7188e8, PKN: 3, ACK, PADDING"
"106","6.985967","8.8.4.4","192.168.1.12","QUIC","1292","Initial, SCID=ec8129956d7188e8, PKN: 4, CRYPTO, PADDING"
"107","6.985967","8.8.4.4","192.168.1.12","QUIC","337","Protected Payload (KP0)"
"108","6.985967","8.8.4.4","192.168.1.12","QUIC","976","Protected Payload (KP0)"
"109","6.985967","8.8.4.4","192.168.1.12","QUIC","67","Protected Payload (KP0)"
"110","6.986706","192.168.1.12","8.8.4.4","QUIC","120","Handshake, DCID=ec8129956d7188e8"
"111","6.986817","192.168.1.12","8.8.4.4","QUIC","73","Protected Payload (KP0), DCID=ec8129956d7188e8"
"112","6.987165","8.8.4.4","192.168.1.12","QUIC","550","Protected Payload (KP0)"
"113","6.987687","8.8.4.4","192.168.1.12","QUIC","64","Protected Payload (KP0)"
"114","6.987889","192.168.1.12","8.8.4.4","QUIC","73","Protected Payload (KP0), DCID=ec8129956d7188e8"
"115","6.996562","192.168.1.12","8.8.4.4","QUIC","82","Protected Payload (KP0), DCID=ec8129956d7188e8"
"116","6.997158","192.168.1.12","8.8.8.8","DNS","75","Standard query 0x4f5d A ssl.gstatic.com"
"117","6.997383","192.168.1.12","8.8.8.8","DNS","75","Standard query 0xec65 HTTPS ssl.gstatic.com"
"118","6.997859","192.168.1.12","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=ec8129956d7188e8"
"119","6.999419","8.8.4.4","192.168.1.12","QUIC","765","Protected Payload (KP0)"
"120","6.999419","8.8.4.4","192.168.1.12","QUIC","162","Protected Payload (KP0)"
"121","6.999647","192.168.1.12","8.8.4.4","QUIC","75","Protected Payload (KP0), DCID=ec8129956d7188e8"
"122","6.999714","192.168.1.12","8.8.4.4","QUIC","73","Protected Payload (KP0), DCID=ec8129956d7188e8"
"123","7.010443","8.8.4.4","192.168.1.12","QUIC","71","Protected Payload (KP0)"
"124","7.010443","8.8.8.8","192.168.1.12","DNS","91","Standard query response 0x4f5d A ssl.gstatic.com A 142.251.43.99"
"125","7.010443","8.8.4.4","192.168.1.12","QUIC","65","Protected Payload (KP0)"
"126","7.012819","8.8.8.8","192.168.1.12","DNS","132","Standard query response 0xec65 HTTPS ssl.gstatic.com SOA ns1.google.com"
"127","7.014010","192.168.1.12","142.251.43.99","QUIC","1292","Initial, DCID=68512760f6a3be3a, PKN: 1, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PING, CRYPTO"
"128","7.014086","192.168.1.12","142.251.43.99","QUIC","1292","Initial, DCID=68512760f6a3be3a, PKN: 2, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, PING, PING, PING, CRYPTO, CRYPTO"
"129","7.014277","192.168.1.12","142.251.43.99","QUIC","122","0-RTT, DCID=68512760f6a3be3a"
"130","7.014625","192.168.1.12","142.251.43.99","QUIC","829","0-RTT, DCID=68512760f6a3be3a"
"131","7.031148","142.251.43.99","192.168.1.12","QUIC","82","Initial, SCID=e8512760f6a3be3a, PKN: 1, ACK"
"132","7.031148","142.251.43.99","192.168.1.12","QUIC","1292","Initial, SCID=e8512760f6a3be3a, PKN: 2, ACK, PADDING"
"133","7.043506","192.168.1.12","8.8.4.4","QUIC","74","Protected Payload (KP0), DCID=ec8129956d7188e8"
"134","7.054446","8.8.4.4","192.168.1.12","QUIC","66","Protected Payload (KP0)"
"135","7.054943","192.168.1.12","8.8.4.4","QUIC","75","Protected Payload (KP0), DCID=ec8129956d7188e8"
"136","7.055131","192.168.1.12","142.251.43.99","QUIC","1292","Initial, DCID=e8512760f6a3be3a, PKN: 6, PADDING, PING, PADDING"
"137","7.067669","142.251.43.99","192.168.1.12","QUIC","1292","Initial, SCID=e8512760f6a3be3a, PKN: 3, ACK, PADDING"
"138","7.103761","142.251.43.99","192.168.1.12","QUIC","1292","Initial, SCID=e8512760f6a3be3a, PKN: 4, CRYPTO, PADDING"
"139","7.103761","142.251.43.99","192.168.1.12","QUIC","350","Protected Payload (KP0)"
"140","7.103761","142.251.43.99","192.168.1.12","QUIC","984","Protected Payload (KP0)"
"141","7.104100","142.251.43.99","192.168.1.12","QUIC","67","Protected Payload (KP0)"
"142","7.104100","142.251.43.99","192.168.1.12","QUIC","66","Protected Payload (KP0)"
"143","7.104100","142.251.43.99","192.168.1.12","QUIC","64","Protected Payload (KP0)"
"144","7.104830","192.168.1.12","142.251.43.99","QUIC","120","Handshake, DCID=e8512760f6a3be3a"
"145","7.104984","192.168.1.12","142.251.43.99","QUIC","73","Protected Payload (KP0), DCID=e8512760f6a3be3a"
"146","7.105107","192.168.1.12","142.251.43.99","QUIC","73","Protected Payload (KP0), DCID=e8512760f6a3be3a"
"147","7.119556","142.251.43.99","192.168.1.12","QUIC","162","Protected Payload (KP0)"
"148","7.153522","192.168.1.12","142.251.43.99","QUIC","74","Protected Payload (KP0), DCID=e8512760f6a3be3a"
"149","7.177746","142.251.43.99","192.168.1.12","QUIC","574","Protected Payload (KP0)"
"150","7.208843","192.168.1.12","142.251.43.99","QUIC","78","Protected Payload (KP0), DCID=e8512760f6a3be3a"
"151","7.222659","142.251.43.99","192.168.1.12","QUIC","65","Protected Payload (KP0)"
"152","7.270814","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"153","7.288362","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"154","7.617562","163.70.145.60","192.168.1.12","TCP","280","5222  >  19948 [PSH, ACK] Seq=1 Ack=454 Win=5544 Len=226 [TCP PDU reassembled in 872]"
"155","7.622835","192.168.1.12","163.70.145.60","TCP","128","19948  >  5222 [PSH, ACK] Seq=454 Ack=227 Win=510 Len=74 [TCP PDU reassembled in 1328]"
"156","7.639359","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=227 Ack=528 Win=5544 Len=0"
"157","7.887249","192.168.1.12","163.70.145.60","TCP","130","19948  >  5222 [PSH, ACK] Seq=528 Ack=227 Win=510 Len=76 [TCP PDU reassembled in 1328]"
"158","7.899586","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=227 Ack=604 Win=5544 Len=0"
"159","8.893854","192.168.1.12","163.70.145.60","TCP","130","19948  >  5222 [PSH, ACK] Seq=604 Ack=227 Win=510 Len=76 [TCP PDU reassembled in 1328]"
"160","8.910408","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=227 Ack=680 Win=5544 Len=0"
"161","8.965399","142.250.77.234","192.168.1.12","UDP","119","443  >  51620 Len=77"
"162","8.970654","192.168.1.12","142.250.77.234","UDP","75","51620  >  443 Len=33"
"163","9.178197","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"164","9.195097","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"165","9.397986","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"166","9.414935","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"167","9.616048","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"168","9.632327","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"169","9.847384","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"170","9.865617","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"171","9.962297","20.195.84.1","192.168.1.12","TLSv1.2","81","Application Data"
"172","10.004153","192.168.1.12","20.195.84.1","TCP","54","19939  >  443 [ACK] Seq=1 Ack=28 Win=254 Len=0"
"173","10.066943","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"174","10.085804","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"175","10.292819","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"176","10.309333","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"177","10.460536","Digisol_03:e8:e0","Broadcast","ARP","60","Who has 192.168.1.12? Tell 192.168.1.1"
"178","10.460560","AzureWaveTec_e5:a6:9d","Digisol_03:e8:e0","ARP","42","192.168.1.12 is at 2c:3b:70:e5:a6:9d"
"179","10.461032","Digisol_03:e8:e0","Broadcast","ARP","60","Who has 192.168.1.9? Tell 192.168.1.1"
"180","10.463052","Digisol_03:e8:e0","Broadcast","ARP","60","Who has 192.168.1.2? Tell 192.168.1.1"
"181","10.503325","172.64.148.235","192.168.1.12","TLSv1.2","78","Application Data"
"182","10.503516","192.168.1.12","172.64.148.235","TLSv1.2","82","Application Data"
"183","10.519013","172.64.148.235","192.168.1.12","TCP","60","443  >  19949 [ACK] Seq=105 Ack=119 Win=16 Len=0"
"184","10.565205","192.168.1.12","8.8.4.4","QUIC","261","Protected Payload (KP0), DCID=ec8129956d7188e8"
"185","10.565430","192.168.1.12","8.8.4.4","QUIC","252","Protected Payload (KP0), DCID=ec8129956d7188e8"
"186","10.583259","8.8.4.4","192.168.1.12","QUIC","70","Protected Payload (KP0)"
"187","10.583259","8.8.4.4","192.168.1.12","QUIC","620","Protected Payload (KP0)"
"188","10.583259","8.8.4.4","192.168.1.12","QUIC","64","Protected Payload (KP0)"
"189","10.584232","192.168.1.12","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=ec8129956d7188e8"
"190","10.585937","8.8.4.4","192.168.1.12","QUIC","572","Protected Payload (KP0)"
"191","10.585937","8.8.4.4","192.168.1.12","QUIC","64","Protected Payload (KP0)"
"192","10.586383","192.168.1.12","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=ec8129956d7188e8"
"193","10.587022","192.168.1.12","172.64.155.209","TCP","66","20151  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"194","10.624071","192.168.1.12","8.8.4.4","QUIC","74","Protected Payload (KP0), DCID=ec8129956d7188e8"
"195","10.639575","192.168.1.12","8.8.4.4","QUIC","72","Protected Payload (KP0), DCID=ec8129956d7188e8"
"196","10.645947","172.64.155.209","192.168.1.12","TCP","66","443  >  20151 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"197","10.645947","8.8.4.4","192.168.1.12","QUIC","65","Protected Payload (KP0)"
"198","10.645947","8.8.4.4","192.168.1.12","QUIC","64","Protected Payload (KP0)"
"199","10.646031","192.168.1.12","172.64.155.209","TCP","54","20151  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"200","10.646317","192.168.1.12","8.8.4.4","QUIC","75","Protected Payload (KP0), DCID=ec8129956d7188e8"
"201","10.646690","192.168.1.12","172.64.155.209","TCP","1454","20151  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1400 [TCP PDU reassembled in 202]"
"202","10.646690","192.168.1.12","172.64.155.209","TLSv1.3","614","Client Hello (SNI=chatgpt.com)"
"203","10.664652","172.64.155.209","192.168.1.12","TCP","54","443  >  20151 [ACK] Seq=1 Ack=1401 Win=139264 Len=0"
"204","10.664652","172.64.155.209","192.168.1.12","TCP","54","443  >  20151 [ACK] Seq=1 Ack=1961 Win=139264 Len=0"
"205","10.664652","8.8.4.4","192.168.1.12","QUIC","67","Protected Payload (KP0)"
"206","10.664652","172.64.155.209","192.168.1.12","TLSv1.3","1429","Server Hello, Change Cipher Spec, Application Data"
"207","10.665513","192.168.1.12","172.64.155.209","TLSv1.3","118","Change Cipher Spec, Application Data"
"208","10.665740","192.168.1.12","172.64.155.209","TLSv1.3","146","Application Data"
"209","10.666396","192.168.1.12","172.64.155.209","TCP","1454","20151  >  443 [ACK] Seq=2117 Ack=1376 Win=64000 Len=1400 [TCP PDU reassembled in 212]"
"210","10.666396","192.168.1.12","172.64.155.209","TCP","1454","20151  >  443 [ACK] Seq=3517 Ack=1376 Win=64000 Len=1400 [TCP PDU reassembled in 212]"
"211","10.666396","192.168.1.12","172.64.155.209","TCP","1454","20151  >  443 [ACK] Seq=4917 Ack=1376 Win=64000 Len=1400 [TCP PDU reassembled in 212]"
"212","10.666396","192.168.1.12","172.64.155.209","TLSv1.3","1033","Application Data"
"213","10.666640","192.168.1.12","172.64.155.209","TCP","1454","20151  >  443 [ACK] Seq=7296 Ack=1376 Win=64000 Len=1400 [TCP PDU reassembled in 217]"
"214","10.666640","192.168.1.12","172.64.155.209","TCP","1454","20151  >  443 [ACK] Seq=8696 Ack=1376 Win=64000 Len=1400 [TCP PDU reassembled in 217]"
"215","10.666640","192.168.1.12","172.64.155.209","TCP","1454","20151  >  443 [ACK] Seq=10096 Ack=1376 Win=64000 Len=1400 [TCP PDU reassembled in 217]"
"216","10.666640","192.168.1.12","172.64.155.209","TCP","1454","20151  >  443 [ACK] Seq=11496 Ack=1376 Win=64000 Len=1400 [TCP PDU reassembled in 217]"
"217","10.666640","192.168.1.12","172.64.155.209","TLSv1.3","1061","Application Data"
"218","10.666727","192.168.1.12","172.64.155.209","TCP","1454","20151  >  443 [ACK] Seq=13903 Ack=1376 Win=64000 Len=1400 [TCP PDU reassembled in 219]"
"219","10.666727","192.168.1.12","172.64.155.209","TLSv1.3","165","Application Data"
"220","10.666834","192.168.1.12","172.64.155.209","TLSv1.3","310","Application Data"
"221","10.684155","172.64.155.209","192.168.1.12","TCP","54","443  >  20151 [ACK] Seq=1376 Ack=3517 Win=139264 Len=0"
"222","10.684155","172.64.155.209","192.168.1.12","TCP","66","443  >  20151 [ACK] Seq=1376 Ack=4917 Win=147456 Len=0 SLE=7296 SRE=8696"
"223","10.684155","172.64.155.209","192.168.1.12","TCP","66","[TCP Dup ACK 222#1] 443  >  20151 [ACK] Seq=1376 Ack=4917 Win=147456 Len=0 SLE=7296 SRE=10096"
"224","10.684155","172.64.155.209","192.168.1.12","TLSv1.3","603","Application Data, Application Data"
"225","10.684155","172.64.155.209","192.168.1.12","TCP","66","[TCP Dup ACK 222#2] 443  >  20151 [ACK] Seq=1913 Ack=4917 Win=155648 Len=0 SLE=7296 SRE=11496"
"226","10.684155","172.64.155.209","192.168.1.12","TCP","66","[TCP Dup ACK 222#3] 443  >  20151 [ACK] Seq=1913 Ack=4917 Win=155648 Len=0 SLE=7296 SRE=15670"
"227","10.684155","172.64.155.209","192.168.1.12","TCP","66","443  >  20151 [ACK] Seq=1913 Ack=6317 Win=155648 Len=0 SLE=7296 SRE=15670"
"228","10.684155","172.64.155.209","192.168.1.12","TCP","60","443  >  20151 [ACK] Seq=1913 Ack=15670 Win=147456 Len=0"
"229","10.684296","192.168.1.12","172.64.155.209","TCP","1454","[TCP Spurious Retransmission] 20151  >  443 [ACK] Seq=4917 Ack=1913 Win=65280 Len=1400 [TCP PDU reassembled in 212]"
"230","10.684345","192.168.1.12","172.64.155.209","TCP","1033","[TCP Spurious Retransmission] 20151  >  443 [PSH, ACK] Seq=6317 Ack=1913 Win=65280 Len=979 [TCP PDU reassembled in 212]"
"231","10.684699","192.168.1.12","172.64.155.209","TLSv1.3","85","Application Data"
"232","10.717807","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"233","10.763504","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
